Judul,Tanggal,Link,Isi Berita
"Quick Count Indo Barometer 41,75 Persen: Jokowi 53,6 Persen","Rabu, 17 Apr 2019 15:35 WIB",https://www.cnnindonesia.com/nasional/20190417145555-32-387258/quick-count-indo-barometer-4175-persen-jokowi-536-persen,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
"Quick Count CSIS 67,3 Persen: Jokowi 56,2 Prabowo 43,8 Persen","Rabu, 17 Apr 2019 15:33 WIB",https://www.cnnindonesia.com/nasional/20190417152736-32-387256/quick-count-csis-673-persen-jokowi-562-prabowo-438-persen,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
"Hasil Exit Poll BPN, Prabowo Unggul 55,4 Persen dari Jokowi","Rabu, 17 Apr 2019 15:30 WIB",https://www.cnnindonesia.com/nasional/20190417151340-32-387254/hasil-exit-poll-bpn-prabowo-unggul-554-persen-dari-jokowi,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
Jokowi Menang Telak di Dua TPS Depan Rumah Anies,"Rabu, 17 Apr 2019 15:28 WIB",https://www.cnnindonesia.com/nasional/20190417151901-32-387252/jokowi-menang-telak-di-dua-tps-depan-rumah-anies,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
Jokowi Unggul Jauh dari Prabowo di TPS Sendiri,"Rabu, 17 Apr 2019 15:21 WIB",https://www.cnnindonesia.com/nasional/20190417144243-32-387250/jokowi-unggul-jauh-dari-prabowo-di-tps-sendiri,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
Jokowi-Ma'ruf Unggul Telak di 'Kandang' Sandiaga,"Rabu, 17 Apr 2019 15:18 WIB",https://www.cnnindonesia.com/nasional/20190417143726-32-387230/jokowi-maruf-unggul-telak-di-kandang-sandiaga,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
"Quick Count CSIS 60,3 Persen: Jokowi 56,5 Prabowo 43,5 Persen","Rabu, 17 Apr 2019 15:14 WIB",https://www.cnnindonesia.com/nasional/20190417150554-32-387248/quick-count-csis-603-persen-jokowi-565-prabowo-435-persen,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
"Pemilu Terkendali, Luhut Optimistis Jokowi-Ma'ruf Menang","Rabu, 17 Apr 2019 15:14 WIB",https://www.cnnindonesia.com/nasional/20190417150507-32-387246/pemilu-terkendali-luhut-optimistis-jokowi-maruf-menang,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
Jokowi-Ma'ruf Kalahkan Prabowo-Sandi di TPS JK,"Rabu, 17 Apr 2019 15:13 WIB",https://www.cnnindonesia.com/nasional/20190417150545-32-387245/jokowi-maruf-kalahkan-prabowo-sandi-di-tps-jk,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
#JokoWinElection VS #TheVictoryofPrabowo Menggema,"Rabu, 17 Apr 2019 15:13 WIB",https://www.cnnindonesia.com/teknologi/20190417145801-192-387247/jokowinelection-vs-thevictoryofprabowo-menggema,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
"Quick Count Kompas 37,85 Persen Suara: Jokowi 55,37 Persen","Rabu, 17 Apr 2019 15:12 WIB",https://www.cnnindonesia.com/nasional/20190417145450-32-387244/quick-count-kompas-3785-persen-suara-jokowi-5537-persen,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
